RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Longitude,Latitude
492,,,21/07/2009,21/07/2009,D,21/07/2009,NBNSYS0000003845,Quercus robur,S708763,270831,176315,OSI,100,,"Crossneen, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Pollard,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,,
493,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003845,Quercus robur,H318073,231833,307302,OSI,100,,"Castlehamilton, Co. Cavan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,English Oak,Other,-7.535459835,52.21703202
495,,,20/07/2009,20/07/2009,D,20/07/2009,NBNSYS0000003845,Quercus robur,S418823,241829,182343,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,500 + years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,,
496,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S224332,222432,133218,OSI,100,,"Drumdeel/Springmount, Co. Tipperary",Kate Crane,Kate Crane,FALSE,FALSE,,,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Oak,Other,,
497,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S206318,220680,131817,OSI,100,,"Lakefield House, Fethard, Co. Tipperary",Kate Crane,Kate Crane,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Oak,Other,,
498,,,21/07/2009,21/07/2009,D,21/07/2009,NBNSYS0000003845,Quercus robur,S699809,269939,180910,OSI,100,,"Ballyfinska Crossroads, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,,
499,,,24/07/2009,24/07/2009,D,24/07/2009,NBNSYS0000003845,Quercus robur,S727502,272728,150214,OSI,100,,"Borris House, Co. Carlow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,English Oak,Other,,
500,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N313230,231312,223051,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.531756077,53.25669729
501,,,29/07/2009,29/07/2009,D,29/07/2009,NBNSYS0000003845,Quercus robur,N447709,244748,270978,OSI,100,,"Tullynally Castle, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,English Oak,Other,-7.324185276,53.68608149
502,,,28/10/2009,28/10/2009,D,28/10/2009,NBNSYS0000003845,Quercus robur,N325239,232538,223904,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.513684896,53.26471158
503,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N326239,232654,223928,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Not Recorded,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.512186335,53.26470546
504,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003845,Quercus robur,R659829,165936,182996,OSI,100,,"Raheen Woods, Co. Clare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,English Oak,Other,,
505,,,06/10/2009,06/10/2009,D,06/10/2009,NBNSYS0000003845,Quercus robur,H242062,224216,306294,OSI,100,,"Drumhalry, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,English Oak,Other,-7.646731943,52.20753245
506,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M905613,190508,261399,OSI,100,,"Mote Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-8.144238494,53.60165205
507,,,26/10/2009,26/10/2009,D,26/10/2009,NBNSYS0000003845,Quercus robur,O004804,300475,280497,OSI,100,,"Crockaneran, Collon, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,English Oak,Other,-6.478297459,53.76367932
508,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000003845,Quercus robur,N054052,205464,205259,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.920123862,53.09765378
510,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000003845,Quercus robur,R611070,161107,107006,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,English Oak,Other,,
511,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M900613,190097,261342,OSI,100,,"Mote Demesne, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Roscommon,English Oak,Other,-8.151791045,53.60164274
512,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N320242,232055,224277,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.521147574,53.26743737
513,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N320243,232060,224311,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.521137528,53.26833585
514,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N320242,232035,224282,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.521147574,53.26743737
515,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N318243,231852,224306,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.524134909,53.26834786
516,,,16/09/2009,16/09/2009,D,16/09/2009,NBNSYS0000003845,Quercus robur,S171284,217130,128421,OSI,100,,"Ballyclerahan, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Oak,Other,,
517,,,02/10/2009,02/10/2009,D,02/10/2009,NBNSYS0000003845,Quercus robur,R646410,164641,141096,OSI,100,,"Lough Gur, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,English Oak,Other,,
518,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000003845,Quercus robur,S755717,275524,171745,OSI,100,,"Castletown House, Co. Carlow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Carlow,English Oak,Other,,
519,,,28/07/2009,28/07/2009,D,28/07/2009,NBNSYS0000003845,Quercus robur,S607957,260744,195746,OSI,100,,"Ballykilcavan, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,,
520,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N322229,232298,222930,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.518281632,53.25574505
521,,,16/09/2009,16/09/2009,D,16/09/2009,NBNSYS0000003845,Quercus robur,R979284,197955,128458,OSI,100,,"Ballydavidwood House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Oak,Other,,
522,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003845,Quercus robur,R690861,169094,186153,OSI,100,,"Woodpark Golf Club, Co. Clare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,English Oak,Other,,
523,,,16/09/2009,16/09/2009,D,16/09/2009,NBNSYS0000003845,Quercus robur,S047233,204790,123378,OSI,100,,"Cahir Golf Club, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Oak,Other,,
524,,,24/08/2009,24/08/2009,D,24/08/2009,NBNSYS0000003845,Quercus robur,S553420,255394,142031,OSI,100,,"Mount Juliet, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,English Oak,Other,,
525,,,01/08/2009,01/08/2009,D,01/08/2009,NBNSYS0000003845,Quercus robur,N537067,253704,206782,OSI,100,,"Emo Court, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,English Oak,Other,-7.198891277,53.10846086
526,,,08/09/2009,08/09/2009,D,08/09/2009,NBNSYS0000003845,Quercus robur,S295227,229598,122754,OSI,100,,"Landscape House, Co. Waterford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,English Oak,Other,,
527,,,16/09/2009,16/09/2009,D,16/09/2009,NBNSYS0000003845,Quercus robur,S056217,205632,121735,OSI,100,,"Ballybrada Graveyard, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,English Oak,Other,,
528,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003845,Quercus robur,H312083,231275,308330,OSI,100,,"Castlehamilton, Co. Cavan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Parkland,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,English Oak,Other,-7.544146098,52.22605269
529,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N326240,232601,224015,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Wood pasture,Pollard,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,English Oak,Other,-7.512176101,53.26560394
