RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety,County,CommonName,BroadType,Longitude,Latitude
149,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000003430,Crataegus monogyna,N258254,225850,225446,OSI,100,,"St.Carthach Church, Tullamore, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,Common Hawthorn,Hawthorns,-7.61396816,53.27855647
151,,,15/10/2009,15/10/2009,D,15/10/2009,NBNSYS0000003430,Crataegus monogyna,G373033,137363,303354,OSI,100,,"Blackpatch, Swinford, Co. Mayo",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Mayo,Common Hawthorn,Hawthorns,-8.91731012,52.17843785
152,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000003430,Crataegus monogyna,N138022,213851,202288,OSI,100,,"Clareen, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Wood pasture,Multi-stem,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,Common Hawthorn,Hawthorns,-7.794857347,53.0705472
155,,,24/09/2009,24/09/2009,D,24/09/2009,NHMSYS0000457746,Cryptomeria japonica,V979528,97976,52866,OSI,100,,"Ardnagashel Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Japanese Cedar,Japanese Cedars,,
156,,,07/09/2009,07/09/2009,D,07/09/2009,NHMSYS0000457746,Cryptomeria japonica,S437150,243750,115085,OSI,100,,"Curraghmore, Portlaw, Co. Waterfod",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterfod,Japanese Cedar,Japanese Cedars,,
157,,,18/09/2009,18/09/2009,D,18/09/2009,NHMSYS0000457746,Cryptomeria japonica,R556911,155606,191105,OSI,100,,"Caher House, Co. Clare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Clare,Japanese Cedar,Japanese Cedars,,
158,,,01/09/2009,01/09/2009,D,01/09/2009,NHMSYS0000457746,Cryptomeria japonica,O212163,321211,216355,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Japanese Cedar,Japanese Cedars,-6.187756141,53.18362775
160,,,07/08/2009,07/08/2009,D,07/08/2009,NHMSYS0000457746,Cryptomeria japonica,T246880,324694,188010,OSI,100,,"Kilmacurragh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Cristata,Wicklow,Japanese Cedar,Japanese Cedars,,
161,,,15/10/2009,15/10/2009,D,15/10/2009,NHMSYS0000457746,Cryptomeria japonica,M144544,114444,254475,OSI,100,,"Ashford Castle Hotel, Co. Mayo",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Arboretum,Group,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Elegans Group,Mayo,Japanese Cedar,Japanese Cedars,-9.291672911,53.53277234
162,,,08/10/2009,08/10/2009,D,08/10/2009,NHMSYS0000457746,Cryptomeria japonica,T019166,301993,116660,OSI,100,,"Johnstown Castle, Co. Wexford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Elegans Group,Wexford,Japanese Cedar,Japanese Cedars,,
163,,,29/09/2009,29/09/2009,D,29/09/2009,NHMSYS0000457746,Cryptomeria japonica,V770588,77076,58835,OSI,100,,"Derreen Gardens, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Elegans Group,Cork,Japanese Cedar,Japanese Cedars,,
164,,,23/09/2009,23/09/2009,D,23/09/2009,NHMSYS0000457746,Cryptomeria japonica,W791709,179158,70947,OSI,100,,"Fota Arboretum, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Spiralis,Cork,Japanese Cedar,Japanese Cedars,,
166,,,07/08/2009,07/08/2009,D,07/08/2009,NBDCSYS000000017,Cupressus lusitanica,T245878,324564,187818,OSI,100,,"Kilmacurragh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing dead,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Mexican Cypress,Cypresses,,
167,,,07/08/2009,07/08/2009,D,07/08/2009,NBDCSYS000000017,Cupressus lusitanica,T245878,324599,187855,OSI,100,,"Kilmacurragh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Mexican Cypress,Cypresses,,
168,,,30/09/2009,30/09/2009,D,30/09/2009,NHMSYS0000457766,Cupressus macrocarpa,V965857,96525,85727,OSI,100,,"Muckross House, Co. Kerry",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Monterey Cypress,Monterey Cypresses,,
169,,,21/10/2009,21/10/2009,D,21/10/2009,NHMSYS0000457766,Cupressus macrocarpa,C088346,208849,434688,OSI,100,,"Capuchin Friary, Cresslough, Co. Donegal",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,Monterey Cypress,Monterey Cypresses,-7.873821614,51.56450921
172,,,05/10/2009,05/10/2009,D,05/10/2009,NHMSYS0000457766,Cupressus macrocarpa,O015905,301526,290536,OSI,100,,"Richardstown Castle, Co. Louth",Kate Crane,Kate Crane,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Louth,Monterey Cypress,Monterey Cypresses,-6.45829772,53.85417496
174,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000457766,Cupressus macrocarpa,R218509,121836,150966,OSI,100,,"Mount Trenchard, Co. Limerick",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Limerick,Monterey Cypress,Monterey Cypresses,,
175,,,29/09/2009,29/09/2009,D,29/09/2009,NHMSYS0000457766,Cupressus macrocarpa,V909709,90989,70921,OSI,100,,"Fair Green, Co. Kerry",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Monterey Cypress,Monterey Cypresses,,
176,,,07/09/2009,07/09/2009,D,07/09/2009,NHMSYS0000457766,Cupressus macrocarpa,S636123,263691,112311,OSI,100,,"Gyles Quay, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,Monterey Cypress,Monterey Cypresses,,
177,,,07/09/2009,07/09/2009,D,07/09/2009,NHMSYS0000457766,Cupressus macrocarpa,S532101,253228,110137,OSI,100,,"Mount Congreve, Co. Waterford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Tree collection / Arboretum,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Waterford,Monterey Cypress,Monterey Cypresses,,
178,,,01/08/2009,01/08/2009,D,01/08/2009,NHMSYS0000457766,Cupressus macrocarpa,N537067,253777,206782,OSI,100,,"Emo Court, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,Monterey Cypress,Monterey Cypresses,-7.198891277,53.10846086
179,,,21/10/2009,21/10/2009,D,21/10/2009,NHMSYS0000457766,Cupressus macrocarpa,B940329,194030,432973,OSI,100,,"Ballyconnell House, Co. Donegal",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Lutea,Donegal,Monterey Cypress,Monterey Cypresses,-8.087218591,51.54926621
180,,,25/09/2009,25/09/2009,D,25/09/2009,NHMSYS0000457766,Cupressus macrocarpa,W064329,106424,32998,OSI,100,,"Old Post Office, Skibereen, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Lutea,Cork,Monterey Cypress,Monterey Cypresses,,
181,,,28/08/2009,28/08/2009,D,28/08/2009,NHMSYS0000457766,Cupressus macrocarpa,O243152,324321,215219,OSI,100,,"Glencormac, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named tree,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula,Wicklow,Monterey Cypress,Monterey Cypresses,-6.141838081,53.17303484
182,,,01/09/2009,01/09/2009,D,01/09/2009,NBNSYS0000042098,Cupressus sempervirens,O213162,321387,216264,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,Italian Cypress,Italian Cypresses,-6.18629901,53.18270692
183,,,01/10/2009,01/10/2009,D,01/10/2009,NHMSYS0000457789,Cyathea dealbata,V405773,40559,77355,OSI,100,,"Glanleam, Valentia, Co. Kerry",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,0 - 50 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Silver Fern,Tree Ferns,,
184,,,29/09/2009,29/09/2009,D,29/09/2009,NBNSYS0000033530,Dicksonia antarctica,V770588,77077,58839,OSI,100,,"Derreen Gardens, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Tasmanian Tree Fern,Tree Ferns,,
185,,,01/10/2009,01/10/2009,D,01/10/2009,NBNSYS0000033530,Dicksonia antarctica,V559876,55905,87640,OSI,100,,"Kells Bay Gardens, Co. Kerry",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kerry,Tasmanian Tree Fern,Tree Ferns,,
186,,,24/09/2009,24/09/2009,D,24/09/2009,NHMSYS0000458616,Eucalyptus globulus,V937566,93726,56658,OSI,100,,"Eccles Hotel, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Tasmanian Blue Gum,Eucalypts,,
187,,,24/09/2009,24/09/2009,D,24/09/2009,NHMSYS0000458616,Eucalyptus globulus,V937566,93706,56657,OSI,100,,"Eccles Hotel, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,Tasmanian Blue Gum,Eucalypts,,
188,,,14/08/2009,14/08/2009,D,14/08/2009,NBNSYS0000033704,Eucalyptus johnstonii,T156646,315676,164684,OSI,100,,"Ballynastragh Estate, Co. Wexford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Unusual location,Hedgerow,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wexford,Johnston’s Gum,Eucalypts,,
189,,,27/08/2009,27/08/2009,D,27/08/2009,NBDCSYS000000018,Eucryphia x nymansensis,T273968,327375,196844,OSI,100,,"Mount Usher Gardens, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Multi-stem,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Mount Usher,Wicklow,Nymans Eucryphia,Eucryphias,,
190,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003195,Euonymus europaeus,N316224,231653,222400,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Offaly,European Spindle,Spindle Trees,-7.527320699,53.25128864
191,,,01/09/2009,01/09/2009,D,01/09/2009,NBNSYS0000003840,Fagus sylvatica,O222167,322249,216740,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,European Beech,Beeches,-6.172653082,53.18699155
192,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000003840,Fagus sylvatica,S535719,253515,171957,OSI,100,,"Castlecomer Golf Club, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kilkenny,European Beech,Beeches,,
195,,,29/10/2009,29/10/2009,D,29/10/2009,NBNSYS0000003840,Fagus sylvatica,S927843,292700,184316,OSI,100,,"Barraderry House, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,European Beech,Beeches,,
196,,,04/08/2009,04/08/2009,D,04/08/2009,NBNSYS0000003840,Fagus sylvatica,S921692,292191,169246,OSI,100,,"Money House, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing dead,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Wicklow,European Beech,Beeches,,
197,,,21/10/2009,21/10/2009,D,21/10/2009,NBNSYS0000003840,Fagus sylvatica,C062173,206254,417396,OSI,100,,"Glebe Gallery, Co. Donegal",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Donegal,European Beech,Beeches,-7.911617784,51.40905431
198,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000003840,Fagus sylvatica,N526743,252681,274343,OSI,100,,"Grennan, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Beech,Beeches,-7.204050502,53.71589106
199,,,29/07/2009,29/07/2009,D,29/07/2009,NBNSYS0000003840,Fagus sylvatica,N444709,244496,270936,OSI,100,,"Tullynally Castle, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Beech,Beeches,-7.328725569,53.68610703
200,,,04/09/2009,04/09/2009,D,04/09/2009,NBNSYS0000003840,Fagus sylvatica,N708490,270879,249026,OSI,100,,"Lions Den House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Beech,Beeches,-6.934174882,53.48647124
201,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000003840,Fagus sylvatica,M839221,183984,222164,OSI,100,,"Gort na mona, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Beech,Beeches,-8.241927086,53.24928692
202,,,23/09/2009,23/09/2009,D,23/09/2009,NBNSYS0000003840,Fagus sylvatica,W608750,160885,75052,OSI,100,,"Blarney Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cork,European Beech,Beeches,,
203,,,07/10/2009,07/10/2009,D,07/10/2009,NBNSYS0000003840,Fagus sylvatica,H829027,282929,302727,OSI,100,,"Lough Fea, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Monaghan,European Beech,Beeches,-6.789060731,52.17038984
204,,,28/07/2009,28/07/2009,D,28/07/2009,NBNSYS0000003840,Fagus sylvatica,S569961,256977,196186,OSI,100,,"Stradbally Hall, Co. Laois",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Laois,European Beech,Beeches,,
205,,,29/07/2009,29/07/2009,D,29/07/2009,NBNSYS0000003840,Fagus sylvatica,N443707,244385,270741,OSI,100,,"Tullynally Castle, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Fallen,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Westmeath,European Beech,Beeches,-7.330267528,53.68431874
206,,,12/09/2009,12/09/2009,D,12/09/2009,NBNSYS0000003840,Fagus sylvatica,H492203,249241,320322,OSI,100,,"Hilton Park, Co. Monaghan",Kate Crane,Kate Crane,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Monaghan,European Beech,Beeches,-7.279002799,52.33257155
207,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003840,Fagus sylvatica,H210163,221084,316394,OSI,100,,"Templeport, Bawnboy, Co. Cavan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,European Beech,Beeches,-7.692913672,52.29842736
208,,,17/09/2009,17/09/2009,D,17/09/2009,NBNSYS0000003840,Fagus sylvatica,M838223,183813,222376,OSI,100,,"Gort na mona, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Individual tree,Multi-stem,Standing alive,150 - 200 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Galway,European Beech,Beeches,-8.243435333,53.25108089
210,,,12/09/2009,12/09/2009,D,12/09/2009,NBNSYS0000003840,Fagus sylvatica,H426105,242692,310528,OSI,100,,"Rockview, Ballyhaise, Co. Cavan",Kate Crane,Kate Crane,FALSE,FALSE,,,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Cavan,European Beech,Beeches,-7.377050308,52.24505953
211,,,06/10/2009,06/10/2009,D,06/10/2009,NBNSYS0000003840,Fagus sylvatica,H256072,225697,307202,OSI,100,,"Killegar, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Leitrim,European Beech,Beeches,-7.626177773,52.21645584
213,,,05/10/2009,05/10/2009,D,05/10/2009,NBNSYS0000003840,Fagus sylvatica,O093875,309301,287581,OSI,100,,"Barmeath Castle, Co. Louth",Kate Crane,Kate Crane,FALSE,FALSE,,Arboricultural curiosities,,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Louth,European Beech,Beeches,-6.340883817,53.82565221
215,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000003840,Fagus sylvatica,S728975,272831,197582,OSI,100,,"Moat of Ardscull, Co. Kildare",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,,,Group,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Kildare,European Beech,Beeches,,
216,,,10/09/2009,10/09/2009,D,10/09/2009,NBNSYS0000003840,Fagus sylvatica,N515791,251511,279134,OSI,100,,"Ballinacree, Co. Meath",Kate Crane,Kate Crane,FALSE,FALSE,,,,Group,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Meath,European Beech,Beeches,-7.219911119,53.75912174
217,,,12/10/2009,12/10/2009,D,12/10/2009,NBNSYS0000003840,Fagus sylvatica,S169883,216989,188374,OSI,100,,"Monaincha Abbey, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Trees with character,,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Tipperary,European Beech,Beeches,,
218,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003840,Fagus sylvatica,N145550,214598,255083,OSI,100,,"Rathmore, Co. Longford",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Landmark trees,Parkland,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,,Longford,European Beech,Beeches,-7.782007005,53.54493588
219,,,05/10/2009,05/10/2009,D,05/10/2009,NBNSYS0000003840,Fagus sylvatica,N961919,296129,291974,OSI,100,,"Red House, Co. Louth",Kate Crane,Kate Crane,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,Louth,European Beech,Beeches,-6.539890684,53.86777503
220,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003840,Fagus sylvatica,G701369,170190,336903,OSI,100,,"Mental Health Centre, Co. Sligo",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,Sligo,European Beech,Beeches,-8.440834602,52.48312854
221,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003840,Fagus sylvatica,M439052,143996,205267,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Named trees,Individual tree,Maiden,Standing dead,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Atropurpurea Group,Galway,European Beech,Beeches,-8.838149998,53.09473267
222,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000003840,Fagus sylvatica,N054056,205469,205623,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Birr Zebra,Offaly,European Beech,Beeches,-7.920117172,53.10124792
223,,,11/09/2009,11/09/2009,D,11/09/2009,NBNSYS0000003840,Fagus sylvatica,H722417,272261,341730,OSI,100,,"Castle Leslie, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Lutea Marginiata,Monaghan,European Beech,Beeches,-6.937045932,52.52230589
224,,,26/10/2009,26/10/2009,D,26/10/2009,NBNSYS0000003840,Fagus sylvatica,N986654,298657,265454,OSI,100,,"Somerville House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula,Meath,European Beech,Beeches,-6.510348317,53.62930153
225,,,26/10/2009,26/10/2009,D,26/10/2009,NBNSYS0000003840,Fagus sylvatica,N886616,288605,261651,OSI,100,,"Ballinter House, Co. Meath",Aubrey Fennell,Aubrey Fennell,FALSE,FALSE,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula,Meath,European Beech,Beeches,-6.662535323,53.59695523
