RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety
78,,,21/10/2009,21/10/2009,D,21/10/2009,NBNSYS0000003827,Betula pendula,C114197,211442,419708,OSI,100,,"Well of Doon, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,Not known,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
79,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000003197,Buxus sempervirens,N056054,205613,205499,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Avenue,Multi-stem,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
80,,,11/09/2009,11/09/2009,D,11/09/2009,NBNSYS0000042071,Calocedrus decurrens,H721416,272176,341626,OSI,100,,"Castle Leslie, Co. Monaghan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
81,,,07/08/2009,07/08/2009,D,07/08/2009,NBNSYS0000003838,Carpinus betulus,T281866,328183,186699,OSI,100,,Dunganstown Castle,Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
82,,,15/10/2009,15/10/2009,D,15/10/2009,NBNSYS0000003838,Carpinus betulus,M172754,117246,275479,OSI,100,,"Carra Castle, Co. Mayo",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
83,,,25/09/2009,25/09/2009,D,25/09/2009,NHMSYS0000456969,Castanea sativa,R604075,160484,107589,OSI,100,,"Doneraille Park, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
84,,,24/07/2009,24/07/2009,D,24/07/2009,NHMSYS0000456969,Castanea sativa,S726499,272657,149901,OSI,100,,"Borris House, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Pollard,Dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
85,,,16/10/2009,16/10/2009,D,16/10/2009,NHMSYS0000456969,Castanea sativa,M933810,193365,281020,OSI,100,,"Strokestown Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Fallen dead,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
86,,,10/08/2009,10/08/2009,D,10/08/2009,NHMSYS0000456969,Castanea sativa,S334918,233423,191855,OSI,100,,"Westfield, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
87,,,21/09/2009,21/09/2009,D,21/09/2009,NHMSYS0000456969,Castanea sativa,X105994,210543,99483,OSI,100,,"Cappoquin House, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
88,,,13/10/2009,13/10/2009,D,13/10/2009,NHMSYS0000456969,Castanea sativa,M746395,174635,239581,OSI,100,,"Clonbrock, Ballinasloe, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
89,,,26/10/2009,26/10/2009,D,26/10/2009,NHMSYS0000456969,Castanea sativa,N747783,274706,278345,OSI,100,,"Zephyr Lodge, Co. Meath",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
90,,,10/08/2009,10/08/2009,D,10/08/2009,NHMSYS0000456969,Castanea sativa,S421854,242164,185488,OSI,100,,"Blackhills, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
91,,,01/09/2009,01/09/2009,D,01/09/2009,NHMSYS0000456969,Castanea sativa,O205166,320531,216673,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
92,,,18/09/2009,18/09/2009,D,18/09/2009,NHMSYS0000456969,Castanea sativa,R450615,145010,161503,OSI,100,,"Bunratty House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
93,,,14/08/2009,14/08/2009,D,14/08/2009,NHMSYS0000456969,Castanea sativa,T012702,301285,170213,OSI,100,,"Ballyraheen, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,300 - 500 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
94,,,11/08/2009,11/08/2009,D,11/08/2009,NHMSYS0000456969,Castanea sativa,T279965,327910,196511,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
95,,,23/07/2009,23/07/2009,D,23/07/2009,NHMSYS0000456969,Castanea sativa,S716628,271697,162875,OSI,100,,"Dunleckney Farm, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Pollard,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
96,,,04/08/2009,04/08/2009,D,04/08/2009,NHMSYS0000456969,Castanea sativa,T196776,319633,177669,OSI,100,,"Ballyarthur House, Co.Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,300 - 500 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
97,,,16/09/2009,16/09/2009,D,16/09/2009,NHMSYS0000456969,Castanea sativa,R971156,197152,115652,OSI,100,,"Shanbally Castle, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
98,,,22/09/2009,22/09/2009,D,22/09/2009,NHMSYS0000456969,Castanea sativa,W898673,189871,67377,OSI,100,,"Castle Mary, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
99,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141733,156864,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
100,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141729,156850,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
101,,,02/10/2009,02/10/2009,D,02/10/2009,NHMSYS0000456969,Castanea sativa,R417568,141742,156817,OSI,100,,"Shannongrove, Co. Limerick",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
102,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000456969,Castanea sativa,N293659,229353,265963,OSI,100,,"Rockfield House, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
103,,,31/08/2009,31/08/2009,D,31/08/2009,NHMSYS0000456969,Castanea sativa,S180542,218012,154282,OSI,100,,"Littleton, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
104,,,18/09/2009,18/09/2009,D,18/09/2009,NHMSYS0000456969,Castanea sativa,R856717,185613,171733,OSI,100,,"Kilboy, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
105,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0200003452,Catalpa bignonioides,M439051,143970,205177,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Fallen dead,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
106,,,23/09/2009,23/09/2009,D,23/09/2009,NBDCSYS000000014,Catalpa x erubescens,W659716,165992,71670,OSI,100,,"Fitzgerald Park, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
107,,,25/10/2009,25/10/2009,D,25/10/2009,NHMSYS0000457001,Cedrus atlantica,O149372,314931,237268,OSI,100,,"National Botanic Gardens, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Pendula
108,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0000457002,Cedrus deodara,S145201,214523,120191,OSI,100,,"Knocklofty House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
109,,,03/09/2009,03/09/2009,D,03/09/2009,NHMSYS0000457003,Cedrus libani,N954388,295498,238813,OSI,100,,"Carton Estate, Maynooth, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Avenue,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
110,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000457003,Cedrus libani,N099801,209950,280182,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
111,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000457003,Cedrus libani,N099800,209917,280091,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
112,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000457003,Cedrus libani,N099799,209978,279991,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
