RecordKey,SurveyKey,SampleKey,StartDate,EndDate,DateType,Date,TaxonVersionKey,TaxonName,GridReference,East,North,Projection,Precision,SiteKey,SiteName,Recorder,Determiner,ZeroAbundance,UnderValidation,ImagePath,Heritage Type,Category of Tree,Tree form,Condition of tree,Age Range,Evidence of,Access,Variety
404,,,05/08/2009,05/08/2009,D,05/08/2009,NBNSYS0000004629,Pinus sylvestris,S710956,271056,195699,OSI,100,,"Kilcullen Road, Athy, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
405,,,07/09/2009,07/09/2009,D,07/09/2009,NBNSYS0000004629,Pinus sylvestris,S437152,243761,115201,OSI,100,,"Curraghmore, Portlaw, Co. Waterfod",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
406,,,20/07/2009,20/07/2009,D,20/07/2009,NBNSYS0000004629,Pinus sylvestris,S427832,242700,183291,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
407,,,11/09/2009,11/09/2009,D,11/09/2009,NBNSYS0000004629,Pinus sylvestris,H414444,241421,344478,OSI,100,,"Colebrooke Estate, Co. Fermanagh",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
408,,,22/07/2009,22/07/2009,D,22/07/2009,NBNSYS0000004629,Pinus sylvestris,S865658,286525,165843,OSI,100,,"Altamont, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
409,,,25/09/2009,25/09/2009,D,25/09/2009,NBNSYS0000004629,Pinus sylvestris,R603061,160366,106189,OSI,100,,"Saffron Hill, Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
410,,,30/09/2009,30/09/2009,D,30/09/2009,NBNSYS0000004629,Pinus sylvestris,V947848,94759,84829,OSI,100,,"By Kenmare Road, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
411,,,11/10/2009,11/10/2009,D,11/10/2009,NBNSYS0000042166,Platanus orientalis,O162340,316266,234092,OSI,100,,"Trinity College, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
412,,,11/10/2009,11/10/2009,D,11/10/2009,NBNSYS0000042166,Platanus orientalis,O162340,316260,234083,OSI,100,,"Trinity College, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
413,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000042166,Platanus orientalis,N061049,206148,204983,OSI,100,,"The Mall, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
414,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000042166,Platanus orientalis,M439051,143932,205132,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
415,,,03/09/2009,03/09/2009,D,03/09/2009,NBNSYS0000042166,Platanus orientalis,N971327,297109,232727,OSI,100,,"Celbridge Abbey, Co. Kildare",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Colony,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
416,,,11/10/2009,11/10/2009,D,11/10/2009,NBNSYS0000042166,Platanus orientalis,O191295,319182,229539,OSI,100,,University College Dublin,Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,,Maiden,Standing alive,150 - 200 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
417,,,11/10/2009,11/10/2009,D,11/10/2009,NBNSYS0000161802,Platanus occidentalis x orientalis = P. x hispanica,O167328,316713,232857,OSI,100,,"Grand Canal, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Avenue,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
418,,,25/10/2009,25/10/2009,D,25/10/2009,NBNSYS0000161802,Platanus occidentalis x orientalis = P. x hispanica,O179368,317954,236840,OSI,100,,"Griffith Avenue, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Avenue,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
419,,,11/10/2009,11/10/2009,D,11/10/2009,NBNSYS0000161802,Platanus occidentalis x orientalis = P. x hispanica,O150349,315043,234906,OSI,100,,"Kings Inns, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
420,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000161802,Platanus occidentalis x orientalis = P. x hispanica,X095963,209531,96386,OSI,100,,"Tourin Castle, Co. Waterfod",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
421,,,21/09/2009,21/09/2009,D,21/09/2009,NBNSYS0000161802,Platanus occidentalis x orientalis = P. x hispanica,X082997,208234,99734,OSI,100,,"Salterbridge House, Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
422,,,24/09/2009,24/09/2009,D,24/09/2009,NBDCSYS000000034,Podocarpus salignus,V979528,97974,52864,OSI,100,,"Ardnagashel Estate, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
423,,,16/09/2009,16/09/2009,D,16/09/2009,NHMSYS0000345555,Populus nigra,S256237,225627,123710,OSI,100,,"Killaloan Lodge, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
424,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000345555,Populus nigra,G936214,193649,321453,OSI,100,,"Organic Galloway Farm, Drumkeeran, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
425,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000345555,Populus nigra,H204125,220448,312550,OSI,100,,"Ballymagauran, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
426,,,27/07/2009,27/07/2009,D,27/07/2009,NHMSYS0000345555,Populus nigra,S504565,250459,156539,OSI,100,,"Green Street, Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,Not known,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Italica
427,,,27/07/2009,27/07/2009,D,27/07/2009,NHMSYS0000345555,Populus nigra,S504565,250493,156533,OSI,100,,"Green Street, Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Italica
428,,,24/07/2009,24/07/2009,D,24/07/2009,NHMSYS0001754477,Populus nigra x deltoides = P. x canadensis,S718495,271897,149512,OSI,100,,"Borris House, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Serotina
429,,,15/09/2009,15/09/2009,D,15/09/2009,NHMSYS0001754477,Populus nigra x deltoides = P. x canadensis,S143197,214370,119756,OSI,100,,"Knocklofty House, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,Serotina Aurea
430,,,13/08/2009,13/08/2009,D,13/08/2009,NBNSYS0000161821,Populus alba x tremula = P. x canescens,N054049,205497,204944,OSI,100,,"Birr Castle, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
431,,,11/10/2009,11/10/2009,D,11/10/2009,NBDCSYS000000035,Populus x vernirubens,O169314,316947,231486,OSI,100,,"47 Sandford Road, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
432,,,,,U,Unknown,NBNSYS0000003417,Prunus avium,S276229,227637,122965,OSI,100,,"Gurteen le Poer, Kilsheelan, Co. Waterford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
433,,,18/08/2009,18/08/2009,D,18/08/2009,NBNSYS0000003417,Prunus avium,N296224,229692,222444,OSI,100,,"Screggan, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
434,,,08/09/2009,08/09/2009,D,08/09/2009,NBNSYS0000003417,Prunus avium,S354278,235441,127857,OSI,100,,"Ballynacloona, Co. Tipperary",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
435,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003420,Prunus laurocerasus,R555911,155570,191102,OSI,100,,"Caher House, Co. Clare",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
436,,,29/10/2009,29/10/2009,D,29/10/2009,NBNSYS0000003412,Prunus spinosa,S487830,248751,183024,OSI,100,,"Dysartgallen, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Multi-stem,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
437,,,01/09/2009,01/09/2009,D,01/09/2009,NHMSYS0000462103,Pseudotsuga menziesii,O205149,320534,214929,OSI,100,,"Powerscourt, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
438,,,08/10/2009,08/10/2009,D,08/10/2009,NHMSYS0000462103,Pseudotsuga menziesii,T020169,302039,116958,OSI,100,,"Johnstown Castle, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
439,,,28/08/2009,28/08/2009,D,28/08/2009,NHMSYS0000462103,Pseudotsuga menziesii,T199858,319996,185874,OSI,100,,"Avondale, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Tree collection / Arboretum,,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
440,,,13/10/2009,13/10/2009,D,13/10/2009,NHMSYS0000462130,Pterocarya fraxinifolia,M292256,129240,225683,OSI,100,,"National University of Ireland, Galway",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Multi-stem,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
441,,,23/09/2009,23/09/2009,D,23/09/2009,NHMSYS0000462130,Pterocarya fraxinifolia,W662712,166272,71273,OSI,100,,University College Cork,Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Multi-stem,Standing alive,100 - 150 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
442,,,25/10/2009,25/10/2009,D,25/10/2009,NBNSYS0000155555,Pyrus communis,O143339,314344,233971,OSI,100,,"Guinness Brewery, Liberties, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
443,,,10/08/2009,10/08/2009,D,10/08/2009,NBNSYS0000155555,Pyrus communis,S356810,235605,181028,OSI,100,,"Tentore House, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
444,,,27/08/2009,27/08/2009,D,27/08/2009,NHMSYS0000462213,Quercus castaneifolia,T271969,327199,196970,OSI,100,,"Mount Usher Gardens, Co. Wicklow",Kate Crane,Kate Crane,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,50 - 100 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
445,,,21/08/2009,21/08/2009,D,21/08/2009,NBNSYS0000003843,Quercus cerris,S460621,246044,162186,OSI,100,,"Threecastles House, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
446,,,24/08/2009,24/08/2009,D,24/08/2009,NBNSYS0000003843,Quercus cerris,S530397,253095,139763,OSI,100,,"Floodhall, Co. Kilkenny",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Individual tree,Maiden,Standing alive,150 - 200 years,,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
447,,,25/10/2009,25/10/2009,D,25/10/2009,NBNSYS0000003844,Quercus ilex,O219373,321963,237371,OSI,100,,"St Anne's Park, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Avenue,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
448,,,18/09/2009,18/09/2009,D,18/09/2009,NBNSYS0000003844,Quercus ilex,M441046,144160,204606,OSI,100,,"Coole Park, Co. Galway",Aubrey Fennell,Aubrey Fennell,False,False,,,Avenue,Multi-stem,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
449,,,06/10/2009,06/10/2009,D,06/10/2009,NBNSYS0000003844,Quercus ilex,N101935,210195,293549,OSI,100,,"Lough Rinn Hotel, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
450,,,25/10/2009,25/10/2009,D,25/10/2009,NBNSYS0000003844,Quercus ilex,O220373,322015,237328,OSI,100,,"St Anne's Park, Dublin",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Multi-stem,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
451,,,14/08/2009,14/08/2009,D,14/08/2009,NBNSYS0000003844,Quercus ilex,T196571,319665,157169,OSI,100,,"Courtown  Estate, Co. Wexford",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Multi-stem,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
452,,,23/09/2009,23/09/2009,D,23/09/2009,NBNSYS0000003844,Quercus ilex,W791712,179135,71240,OSI,100,,"Fota Arboretum, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
453,,,22/10/2009,22/10/2009,D,22/10/2009,NBNSYS0000003844,Quercus ilex,G721337,172175,333799,OSI,100,,"Hazelwood Forest, Co. Sligo",Aubrey Fennell,Aubrey Fennell,False,False,,Unusual location,,Maiden,Standing alive,50 - 100 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
454,,,25/09/2009,25/09/2009,D,25/09/2009,NHMSYS0000462217,Quercus petraea,W329711,132944,71142,OSI,100,,"The Gearagh, Macroom, Co. Cork",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Ancient woodland,Group,Standing dead,Not known,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
455,,,04/08/2009,04/08/2009,D,04/08/2009,NHMSYS0000462217,Quercus petraea,T021706,302103,170662,OSI,100,,"Tomnafinnoge Wood, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Ancient woodland,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
456,,,04/08/2009,04/08/2009,D,04/08/2009,NHMSYS0000462217,Quercus petraea,T016679,301642,167995,OSI,100,,"Shillelagh, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
457,,,11/08/2009,11/08/2009,D,11/08/2009,NHMSYS0000462217,Quercus petraea,T280964,328072,196430,OSI,100,,"Rossanna, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
458,,,10/09/2009,10/09/2009,D,10/09/2009,NHMSYS0000462217,Quercus petraea,N613870,261380,287003,OSI,100,,"Rahardrum, Co. Cavan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
459,,,06/10/2009,06/10/2009,D,06/10/2009,NHMSYS0000462217,Quercus petraea,N136986,213617,298615,OSI,100,,"Cloone Grange, Co. Leitrim",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
460,,,24/07/2009,24/07/2009,D,24/07/2009,NHMSYS0000462217,Quercus petraea,S780590,278074,159025,OSI,100,,"Garryhill, Co. Carlow",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
461,,,30/09/2009,30/09/2009,D,30/09/2009,NHMSYS0000462217,Quercus petraea,V923876,92322,87695,OSI,100,,"Tomies Wood, Killarney, Co. Kerry",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,200 - 300 years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
462,,,19/10/2009,19/10/2009,D,19/10/2009,NHMSYS0000462217,Quercus petraea,N230557,223087,255727,OSI,100,,"Moyvore, Co. Westmeath",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
463,,,21/10/2009,21/10/2009,D,21/10/2009,NHMSYS0000462217,Quercus petraea,C035223,203553,422358,OSI,100,,"Glenveagh Castle, Co. Donegal",Aubrey Fennell,Aubrey Fennell,False,False,,Named trees,Individual tree,Maiden,Standing alive,100 - 150 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
464,,,19/08/2009,19/08/2009,D,19/08/2009,NHMSYS0000462217,Quercus petraea,S967838,296748,183845,OSI,100,,"Borkill Beg, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
465,,,11/08/2009,11/08/2009,D,11/08/2009,NHMSYS0000462217,Quercus petraea,T224899,322411,189928,OSI,100,,"Rathdrum Road, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Landmark trees,Roadside,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
466,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N317237,231768,223761,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Trees with character,Ancient woodland,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
467,,,12/08/2009,12/08/2009,D,12/08/2009,NBNSYS0000003845,Quercus robur,S233319,223338,131910,OSI,100,,"Kiltinan Castle, Co. Tipperary",Kate Crane,Kate Crane,False,False,,,Avenue,Maiden,Standing alive,150 - 200 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
468,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M904612,190499,261251,OSI,100,,"Mote Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
469,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M904612,190493,261245,OSI,100,,"Mote Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
470,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N312236,231268,223665,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
471,,,19/08/2009,19/08/2009,D,19/08/2009,NBNSYS0000003845,Quercus robur,S934979,293458,197949,OSI,100,,"Donard House, Co. Wicklow",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
472,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M935811,193547,281177,OSI,100,,"Strokestown Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Arboricultural curiosities,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
473,,,17/08/2009,17/08/2009,D,17/08/2009,NBNSYS0000003845,Quercus robur,N314229,231415,222917,OSI,100,,"Charleville Forest, Co. Offaly",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
474,,,01/08/2009,01/08/2009,D,01/08/2009,NBNSYS0000003845,Quercus robur,N526047,252631,204712,OSI,100,,"Old Rectory, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
475,,,19/10/2009,19/10/2009,D,19/10/2009,NBNSYS0000003845,Quercus robur,N103797,210384,279799,OSI,100,,"Castle Forbes, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Fungi,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
476,,,16/10/2009,16/10/2009,D,16/10/2009,NBNSYS0000003845,Quercus robur,M934811,193435,281170,OSI,100,,"Strokestown Park, Co. Roscommon",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Holes,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
477,,,28/07/2009,28/07/2009,D,28/07/2009,NBNSYS0000003845,Quercus robur,S583969,258309,196957,OSI,100,,"Brockley Park, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Pollard,Standing alive,500 + years,Hollowing,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
478,,,20/07/2009,20/07/2009,D,20/07/2009,NBNSYS0000003845,Quercus robur,S422825,242233,182590,OSI,100,,"Abbeyleix Estate, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,300 - 500 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
479,,,28/07/2009,28/07/2009,D,28/07/2009,NBNSYS0000003845,Quercus robur,S600954,260095,195429,OSI,100,,"Ballyduff, Co. Laois",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Coppice,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
480,,,30/07/2009,30/07/2009,D,30/07/2009,NBNSYS0000003845,Quercus robur,H312082,231299,308299,OSI,100,,"Castlehamilton, Co. Cavan",Aubrey Fennell,Aubrey Fennell,False,False,,Exceptional specimen trees,Individual tree,Maiden,Standing alive,200 - 300 years,Significant habitat,Please note that most heritage trees occur on private lands and permission should always be sought before entering on private property.,
